영업 내용,영업일,신규or기존,지역그룹,거래처,거래처 담당자,담당자,상태,영업 제품,업무 내용,Action_Type,검토상태
마디사랑병원 정보 수집,2026/01/19,신규 병원,세종충북,마디사랑병원 (https://app.notion.com/p/3b5fd9fcb8cd819082a8cd2c666e0e4a?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,하이소브 차이점모르겠다고함. 실리콘 강조함.,,완료
뿌리병원 정보 수집,2026/01/19,신규 병원,세종충북,뿌리병원 (https://app.notion.com/p/3b5fd9fcb8cd81f39984c99b28445d1b?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,원장님을 뵈야겠음. 구매과애는 좀 친해졌는데 애가 어려서그런지 권한이 없음. 원장 보도록 노력하겠음.,,완료
청주 마이크로병원 신규 아이템 소개,2026/01/19,신규 병원,세종충북,청주 마이크로병원 (https://app.notion.com/p/3b5fd9fcb8cd815f8d4ee81fd80de469?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,공포외 디데일. 간납처 있어 어렵다고함.,,완료
청주 가경유항외과 정보 수집,2026/01/19,신규 병원,세종충북,청주 가경유항외과 (https://app.notion.com/p/3b5fd9fcb8cd81199de2c5fc92a6f37f?pvs=21),일반외과 원장,이재덕,영업완료,,루미정보 알아봄. Co2루미가 어떤지 물어봄. 신기하다고함. 수술시간 단축된다고 말함.,,완료
진천우리마취통증 정보 수집,2026/01/19,신규 병원,세종충북,진천우리마취통증 (https://app.notion.com/p/3b5fd9fcb8cd815d9248f2b2dd9a4e22?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,목요일 원장 뵙기로함.,,완료
진천 바른os 정보 수집,2026/01/19,신규 병원,세종충북,진천 바른정형외과 (https://app.notion.com/p/3b5fd9fcb8cd8107a7b1d3d3ee1cdb0f?pvs=21),정형외과 사무장,이재덕,영업완료,,공포 외 디데일.,,완료
오창 호수h 정보 수집,2026/01/19,신규 병원,세종충북,오창 호수h (https://app.notion.com/p/h-3b5fd9fcb8cd813692ddedb810e6788e?pvs=21),정형외과 간호사,이재덕,영업완료,,1원장 24일까지 휴가감.,,완료
청주 하임브릿지os 정보 수집,2026/01/19,신규 병원,세종충북,청주 하임브릿지정형외과 (https://app.notion.com/p/3b5fd9fcb8cd81a7a092f92fc847e997?pvs=21),정형외과 사무장,이재덕,영업완료,,공포 디데일. 거래업체 물어봤으나 알려주진 않음.,,완료
하안유 납품,2026/01/20,기존 병원,세종충북,하안유산부인과 (https://app.notion.com/p/3b2fd9fcb8cd8100aa5fc71251e36c0b?pvs=21),산부인과 한지아수쌤,이은필,영업완료,,"이지업2개 셕션1개(훅) 바이크릴
[비고] 바이크릴관련해서 간단히 설명",,완료
Cj 마디사랑병원 정보 수집,2026/01/20,신규 병원,세종충북,청주 마디사랑병원 (https://app.notion.com/p/3b5fd9fcb8cd810f949dc3ed4d33b6b5?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,"하이솝 디테일, 바이크릴 데모예정",,완료
Cj cnc 재활병원 정보 수집,2026/01/20,신규 병원,세종충북,청주 cnc 재활병원 (https://app.notion.com/p/cnc-3b5fd9fcb8cd81088360d9f8a7fd6a75?pvs=21),재활 원장,이재덕,영업완료,,인사드리러감.,,완료
Cj 하나병원 정보 수집,2026/01/20,기존 병원,세종충북,청주 하나병원 (https://app.notion.com/p/00b1783b8c6f4791ba486e1bed98675d?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,팀장부재중이라 주임에게 바이그릴 디테일 설명.,,완료
청주 성모병원 정보 수집,2026/01/20,기존 병원,세종충북,청주성모병원 (https://app.notion.com/p/ed182db368ac4f5f8de44f30f7d610ad?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,바이크릴 디테일 설명. 관심많음.,,완료
Cj 한국병원 정보 수집,2026/01/20,기존 병원,세종충북,청주 한국병원 (https://app.notion.com/p/ef784b1524834c199045e535d8e75bdd?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,"바이크릴 디테일, 과장님중 사용하신다하면 간납해달라고함.",,완료
Cj 한국병원 정보 수집,2026/01/20,기존 병원,세종충북,청주 한국병원 (https://app.notion.com/p/ef784b1524834c199045e535d8e75bdd?pvs=21),일반외과 과장,이재덕,영업완료,,"라파렉스 전달, 바이크릴 디테일, 사용하시는 제품 확인후 알려주겠다고함.",,완료
서산중앙 신규 아이템 소개,2026/01/21,기존 병원,서산당진,서산중앙병원 (https://app.notion.com/p/96fda86d9e5447878e3c62e2131a2304?pvs=21),"관리팀 성윤제과장, 구매",이은필,영업완료,,"메타소브 브로셔 및 설명
[다음 방문 예정일] 2026/01/23",,완료
서산의료원 신규 아이템 소개,2026/01/21,기존 병원,서산당진,서산의료원 (https://app.notion.com/p/4da1229fe23e43628bf3b956c31894e6?pvs=21),"관리팀, 구매",이은필,영업완료,,"메타소브관련 총무팀 문의드렸으나, 담당자 회의중으로 미팅안 됨 브로셔만 전달
[다음 방문 예정일] 2026/01/23",,완료
서산본병원 신규 아이템 소개,2026/01/21,신규 병원,서산당진,서산본병원 (https://app.notion.com/p/3b5fd9fcb8cd8123a43cc73d88054776?pvs=21),정형외과 간납사 및 수술방 방장미틴,이은필,영업완료,,"메타소브관련 설명함. 간납사7프로 나감
[다음 방문 예정일] 2026/01/23",,완료
제천 명지병원 신규 아이템 소개,2026/01/21,신규 병원,세종충북,제천명지병원 (https://app.notion.com/p/3b5fd9fcb8cd811f81d5cccde2960431?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,"바이크릴 디테일, 팀장에게 물어봤으나 별다른 코멘트는 없었음.",,완료
제천 서울병원 신규 아이템 소개,2026/01/21,신규 병원,세종충북,제천 서울병원 (https://app.notion.com/p/3b5fd9fcb8cd81c2b3c4d97b0a2be4b0?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,"바이크릴 디테일, 수술방에 전달하겠다고함.",,완료
제천 킴스os 신규 아이템 소개,2026/01/21,신규 병원,세종충북,제천 킴스정형외과 (https://app.notion.com/p/3b5fd9fcb8cd813b86dbe767e79f6d5c?pvs=21),정형외과 원장,이재덕,영업완료,,"베리큐어 디테일, 간호사는 호응이좋음.",,완료
제천 조성우내과 정보 수집,2026/01/21,신규 병원,세종충북,제천 조성우내과 (https://app.notion.com/p/3b5fd9fcb8cd816ab076ef85e0ea8931?pvs=21),내과 원장,이재덕,영업완료,,"베리큐어 디테일, 제품받았지만 판매 자신없다고함.",,완료
제천 한기정obgy 신규 아이템 소개,2026/01/21,신규 병원,세종충북,제천 한기정산부인과 (https://app.notion.com/p/3b5fd9fcb8cd81dfb5bee4665f9333a4?pvs=21),산부인과 원장,이재덕,영업완료,,베리큐어 디테일 설명. 잘하면 랜딩될수 있을듯함.,,완료
제천 서울os 정보 수집,2026/01/21,신규 병원,세종충북,제천 서울정형외과 (https://app.notion.com/p/3b5fd9fcb8cd8173b09eed6fe610ec38?pvs=21),정형외과 원장,이재덕,영업완료,,원장님 간호사 컷당했었음. 원장 복도에서 마주침. 간납처있다고하심.,,완료
단양 보건소 정보 수집,2026/01/21,신규 병원,세종충북,단양보건소 (https://app.notion.com/p/3b5fd9fcb8cd816bb92be66222bf31a1?pvs=21),"관리팀 구매팀, 구매",이재덕,영업완료,,Er 닥터5명임. 도매는 지역내 업체 2곳에서 전체 납품받고있다고함.,,완료
단양 늘편한os 신규 아이템 소개,2026/01/21,신규 병원,세종충북,단양 늘편한정형외과 (https://app.notion.com/p/3b5fd9fcb8cd8160a65ee96538254798?pvs=21),정형외과 원장,이재덕,영업완료,,처음 만나봄. 그동안 간호사 컷당했음. 인사 드림.,,완료
충주 건대병원 신규 아이템 소개,2026/01/21,기존 병원,세종충북,건국대학교 충주병원 (https://app.notion.com/p/3c4ee56de1d148f59f4b8f2c63de6f08?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,바이크릴 디테일 설명. 팀장님께 보고한다고 함.,,완료
세종 서산부인과 신규 아이템 소개,2026/01/22,신규 병원,대전논산,세종 서산부인과 (https://app.notion.com/p/3b5fd9fcb8cd81daa54ef65eb2aea168?pvs=21),산부인과 행정실장,이은필,영업완료,,"베리큐어 및 메타소브
[비고] 메타소브는살짝관심보이는듯하나 베리큐어는 바쁘다고거절함
[다음 방문 예정일] 2026/01/22",,완료
세종제일 신규 아이템 소개,2026/01/22,신규 병원,대전논산,세종제일 (https://app.notion.com/p/3b5fd9fcb8cd81eebdabc256923aada5?pvs=21),산부인과 외래,이은필,영업완료,,황도연대표가 외래에두면 원장님이랑 보겠다고하여메타소브 및 베리큐어 브로셔 설명함,,완료
모태안 신규 아이템 소개,2026/01/22,기존 병원,세종충북,모태안여성병원 (https://app.notion.com/p/3b2fd9fcb8cd8155911ec5bd84013f09?pvs=21),산부인과 박철종원장님 긴급수술로 미팅못함,이은필,영업완료,,[다음 방문 예정일] 2026/01/22,,완료
청주의료원 신규 아이템 소개,2026/01/22,기존 병원,세종충북,청주의료원 (https://app.notion.com/p/3b2fd9fcb8cd81c5a6aaf095c6e24261?pvs=21),의료원 공급실방장샘,이은필,영업완료,,"수술방수선생님연차로 다음에 미팅하기로 하고, 필터수액섹트관련해서 샘플요청하심",,완료
Cj 미앤유gs 신규 아이템 소개,2026/01/22,신규 병원,세종충북,청주 미앤유외과 (https://app.notion.com/p/3b5fd9fcb8cd8177a266c075c5dea93e?pvs=21),일반외과 원장,이재덕,영업완료,,면담안 됨.,,완료
Cj 해피맘obgy 정보 수집,2026/01/22,신규 병원,세종충북,청주 해피맘산부인과 (https://app.notion.com/p/3b5fd9fcb8cd81949511cef53cb9b9df?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,자이네콜라(Gynecola) 베리큐어 디테일 설명.,,완료
Cj 새빛병원 정보 수집,2026/01/22,신규 병원,세종충북,청주 새빛병원 (https://app.notion.com/p/3b5fd9fcb8cd81c9a9eccac19e3a6eaa?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,"바이크릴 디테일, 바이크릴플러스 잘쓰고있다함.",,완료
Cj 방서미스닥터 정보 수집,2026/01/22,신규 병원,세종충북,청주 방서미스닥터 (https://app.notion.com/p/3b5fd9fcb8cd81bb9fe6f151652abb0b?pvs=21),산부인과 원장,이재덕,영업완료,,"베리큐어 dp보드 전달, 브레스트 관련 실제봐 알것같다고하심.",,완료
진천 우리마취통증 정보 수집,2026/01/22,신규 병원,세종충북,진천우리마취통증 (https://app.notion.com/p/3b5fd9fcb8cd815d9248f2b2dd9a4e22?pvs=21),"관리팀 사무장, 구매, 원장",이재덕,영업완료,,"니들 외 디테일, 살펴보고 연락주겠다고함.",,완료
진천 중앙제일병원 납품,2026/01/22,신규 병원,세종충북,진천 중앙제일병원 (https://app.notion.com/p/3b5fd9fcb8cd81ffb993e4f28cb46c4a?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,,,완료
음성 태성병원 신규 아이템 소개,2026/01/22,신규 병원,세종충북,음성 태성병원 (https://app.notion.com/p/3b5fd9fcb8cd81f5a439fdf05416d4a8?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,"바이크릴 디테일, 별반응 없음.",,완료
음성 무척편한os 정보 수집,2026/01/22,신규 병원,세종충북,음성무척편한정형외과 (https://app.notion.com/p/3b5fd9fcb8cd81609d2efcfe327a83dd?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,"펜코 카탈로그 소모품 디테일, 살펴보겠다고함.",,완료
Cj 정성im 정보 수집,2026/01/23,신규 병원,세종충북,청주 정성내과 (https://app.notion.com/p/3b5fd9fcb8cd811ebe33ff1995da97ad?pvs=21),Im 원장,이재덕,영업완료,,수액셋트 디테일,,완료
보은 한양병원 정보 수집,2026/01/23,신규 병원,세종충북,보은한양병원 (https://app.notion.com/p/3b5fd9fcb8cd81b4b358df27f0e822d8?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,중앙공급실 설치예정. 비이크릴 디테일,,완료
보은 우리os 정보 수집,2026/01/23,신규 병원,세종충북,보은우리정형외과 (https://app.notion.com/p/3b5fd9fcb8cd810d8a4dcd2405eb241f?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,인사차 방문,,완료
옥천 성모병원 신규 아이템 소개,2026/01/23,기존 병원,세종충북,옥천성모병원 (https://app.notion.com/p/1d6490ab72a64fa7a1e874bed8d3ee80?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,바이크릴 샘플제공,,완료
Cj 효성병원 신규 아이템 소개,2026/01/23,기존 병원,세종충북,청주효성병원 (https://app.notion.com/p/4ed256ac06214acc9c65ebb903123c3c?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,바이크릴 디테일,,완료
청주 21세기병원 신규 아이템 소개,2026/01/23,신규 병원,세종충북,청주21세기병원 (https://app.notion.com/p/21-3b5fd9fcb8cd811c956cd4c532c429a2?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,바이크릴 디테일,,완료
Cj 다나여성병원 정보 수집,2026/01/23,신규 병원,세종충북,청주 다나여성병원 (https://app.notion.com/p/3b5fd9fcb8cd818f8320ecaeaf058d64?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,시간맞춰갔으나 수술2건이라 못봄. 재방문예정,,완료
세종시온산후조리원 수리,2026/01/26,신규 병원,대전논산,세종시온산후조리원 (https://app.notion.com/p/3b5fd9fcb8cd8148829dd60f205ac06e?pvs=21),조리원 부원장,이은필,영업완료,,"좌욕기 8대 설치요청
[비고] 입금확인되면 설치할예정
[다음 방문 예정일] 2026/01/28",,완료
충주 건대 정보 수집,2026/01/26,기존 병원,세종충북,건국대학교 충주병원 (https://app.notion.com/p/3c4ee56de1d148f59f4b8f2c63de6f08?pvs=21),비뇨의학과 김홍섭 교수,이재덕,영업완료,,인사 드림,,완료
충주 건대 정보 수집,2026/01/26,기존 병원,세종충북,건국대학교 충주병원 (https://app.notion.com/p/3c4ee56de1d148f59f4b8f2c63de6f08?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,바이크릴 피드백 물어봤으나 소식없음. 교수님 면담으로 가야겠음.,,완료
충주 의료원 신규 아이템 소개,2026/01/26,기존 병원,세종충북,충주의료원 (https://app.notion.com/p/30ebb0603a8844aca2912287cf1fca29?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,"Dtg, 바이크릴 디테일 설명. 관심있어함. 수술과 찾아서 면담예정.",,완료
충주 별obgy 신규 아이템 소개,2026/01/26,신규 병원,세종충북,충주별산부인과 (https://app.notion.com/p/3b5fd9fcb8cd81c8898ad6579fc4d258?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,바이크릴 디테일 설명. 3원장 뵈려했으나 환자많아 연기됨.,,완료
충주 마디os 정보 수집,2026/01/26,신규 병원,세종충북,충주 마디정형외과 (https://app.notion.com/p/3b5fd9fcb8cd81c2a2b0e0332f7d2fa6?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,인사 드림.,,완료
충주 수os 정보 수집,2026/01/26,신규 병원,세종충북,충주 수정형외과 (https://app.notion.com/p/3b5fd9fcb8cd814a974dd9d7a935fc16?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,부재중이라 못봄. 원장 면담 안 됨.,,완료
충주 세종os 정보 수집,2026/01/26,신규 병원,세종충북,충주 세종정형외과 (https://app.notion.com/p/3b5fd9fcb8cd812f8b20f7cb5cbe46ee?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,다음에 오라고함. 환자 많음.,,완료
충주 연세os 정보 수집,2026/01/26,신규 병원,세종충북,충주 연세정형외과 (https://app.notion.com/p/3b5fd9fcb8cd81b89b8cf2cedb439507?pvs=21),정형외과 원장,이재덕,영업완료,,면담 안 됨.,,완료
음성 무척편한os 정보 수집,2026/01/26,신규 병원,세종충북,음성무척편한정형외과 (https://app.notion.com/p/3b5fd9fcb8cd81609d2efcfe327a83dd?pvs=21),"사무장, 정형외과 원장",이재덕,영업완료,,오전시간 면담 안되서 야방함. 둘다 수술들어가 못봄.,,완료
담소유 신규 아이템 소개,2026/01/27,기존 병원,서울경기,담소유병원 (https://app.notion.com/p/3b2fd9fcb8cd8189b20fed5f65b5992d?pvs=21),일반외과 간호부장님,이은필,영업완료,,"oplex 및 메타소브, 베리큐어
[비고] 베리큐어는 좀기다려봐야하지만, 원장은 유명한 재품을 원하는 스타일(제로이드) 일단 기다려달라고함
바이크릴은 사진까지 받아서 메타에 카톡넘김
오피렉스 샘플나갔고 관심있어하심
[다음 방문 예정일] 2026/01/29",,완료
진천 우리마취통증 정보 수집,2026/01/27,신규 병원,세종충북,진천우리마취통증 (https://app.notion.com/p/3b5fd9fcb8cd815d9248f2b2dd9a4e22?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,병원소모품 전납달라고 부탁함.,,완료
충주 세종os 정보 수집,2026/01/27,신규 병원,세종충북,충주 세종정형외과 (https://app.notion.com/p/3b5fd9fcb8cd812f8b20f7cb5cbe46ee?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,"오전에만 근무함, 인사 드림.",,완료
